"period";"scenario";"Ass";"Rule";"Rec";"INN";"OER";"Fscan";"P5th_B1plus";"P10th_B1plus";"Median_B1plus";"P90th_B1plus";"P95th_B1plus";"Mean_B1plus";"Median_lastB1plus";"IAV1_B1plus";"IAV2_B1plus";"avg_P_B1plus_Blim";"avg_P_B1plus_Blow";"once_P_B1plus_Blim";"once_P_B1plus_Blow";"max_P_B1plus_Blim";"max_P_B1plus_Blow";"years_B1plus_under_Blim";"years_get_B1plus_up_Blim";"firstyear_B1plus_Blim";"years_B1plus_under_Blow";"years_get_B1plus_up_Blow";"firstyear_B1plus_Blow";"closure";"closure_once";"years_closure";"P5th_F";"Median_F";"P95th_F";"P5th_Catch";"Median_Catch";"P95th_Catch";"Mean_Catch";"StDev_Catch";"IAV1_Catch";"IAV2_Catch"
"all";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.25";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.25;105411.317152387;130947.765009077;214213.180698562;304448.073849657;336458.94447461;217044.165617555;205446.035261996;28649.4895780495;1.00155652582448;0.95118;0.38436;1;1;0.98;0.451;47.559;32.2972285714286;NA;19.218;5.89279007936508;2021;0;0;0;0.189585261249609;0.252362997872717;0.310837935095064;23534.5396801307;47315.1179802688;75763.4217011927;48415.5019254566;15004.6012568514;6943.52034627379;1.00189134823925
"all";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.26";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.26;95021.3594514426;120729.881421321;207822.354560671;299522.929066661;331942.929004641;210166.206128696;197551.844175495;28144.2197524054;1.00075602582626;0.9562;0.42684;1;1;0.983;0.5;47.81;33.9742119047619;NA;21.342;6.82405238095238;2021;0;0;0;0.196580978252199;0.262901908434138;0.325573320358788;22080.531959361;47578.2206415519;77495.0042949288;48587.9592684251;15780.2525094683;7059.49297736188;1.00112280437704
"all";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.27";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.27;84267.9885936508;109512.767184734;201020.40441463;294604.80793385;327793.861530617;202906.185790947;188100.372934413;27561.5279976807;0.999747055244523;0.96026;0.47044;1;1;0.987;0.549;48.013;35.4064;NA;23.522;7.9670369047619;2021;0;0;0;0.203626871401818;0.273535163632837;0.340504392738569;20264.5427773879;47673.897456021;79034.2355823926;48556.4631301204;16588.5696799033;7148.14228175628;1.00014998703371
"all";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.28";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.28;73584.4692090025;98341.6936423906;193885.739698501;289594.94906895;323412.719540864;195276.835378457;177095.171515386;26898.7176542313;0.998491910976302;0.96336;0.51466;1;1;0.991;0.603;48.168;36.8249333333333;NA;25.733;9.04713275613276;2021;0;0;0;0.210692095486651;0.284197455364549;0.356272446346056;18299.6229437692;47507.6773742954;80498.1082535514;48317.5330086894;17430.2092276626;7206.97501770982;0.998942885447686
"all";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.29";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.29;62825.2309451792;87118.1918282737;185923.94323765;284676.024494669;319193.147800698;187243.18789071;164572.980775746;26147.7970353406;0.996952724915642;0.96634;0.55658;1;1;0.995;0.652;48.317;38.1853333333333;NA;27.829;10.2126380952381;2021;0;0;0;0.217652907066216;0.295117536612781;0.372285742316992;16226.6902020322;47075.5123733486;81875.2592537966;47856.1647405398;18298.5293668798;7230.82276328283;0.997464767524124
"all";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.3";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.3;52846.8436136835;75832.744294611;177332.371284895;279133.267779068;314454.873837592;178816.811257149;152141.762130822;25311.3347539525;0.995095337833317;0.96924;0.5975;1;1;0.996;0.696;48.462;39.7725;NA;29.875;11.9494757936508;2021;0;0;0;0.224688465859452;0.306291117721737;0.389147865533254;14094.2171958601;46339.6979988063;83182.8272777861;47167.4283659419;19192.1463805376;7220.40650577463;0.995677323348454
"all";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.31";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.31;43574.2906043418;65065.6615248845;167944.624727717;273489.973999677;310012.009119023;170009.63809002;136729.852477447;24394.8857207101;0.992857170725464;0.97126;0.63804;1;1;0.998;0.745;48.563;40.7916833333333;NA;31.902;13.6720051587302;2021;0;0;0;0.232110613566403;0.317630617750169;0.406657150208335;12053.495998195;45273.2774711054;84467.2024709216;46247.9293280578;20115.538351188;7172.9648765945;0.993501638151524
"all";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.32";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.32;35003.2715089182;54380.439085273;157132.98711873;267671.578462829;305657.258478413;160899.068543764;120632.8026215;23419.6971042228;0.990150163694725;0.97348;0.67642;1;1;0.999;0.797;48.674;42.25705;NA;33.821;15.7818472222222;2021;0;0;0;0.239279637226287;0.329254648976423;0.425177963974954;10035.7591176296;43771.757543502;85657.508256016;45114.3498378378;21060.2233588932;7092.80670454883;0.990870852486505
"all";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.33";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.33;27777.532810666;44673.0009884517;145475.284412346;262052.558277571;300606.328504385;151619.383529948;99852.7020750174;22400.3598875339;0.986967233699189;0.97496;0.71036;1;1;0.999;0.835;48.748;42.95505;NA;35.518;17.8219325396825;2021;0;0;0;0.247143098636576;0.341376329676007;0.444583364938806;8179.61976889083;41776.3228203139;86585.513903454;43795.7883062438;22028.0079547748;6984.97757801527;0.987793431821965
"all";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.34";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.34;21562.8774619971;36103.5473360548;133282.063989595;256223.993256242;295817.811231045;142294.542770023;82077.5086796127;21362.0560646679;0.983315813373413;0.97632;0.74178;1;1;0.999;0.87;48.816;43.7825833333333;NA;37.089;19.8180166666667;2021;0;0;0;0.254615893615242;0.354091845092673;0.464773676766689;6530.82389597938;39565.1863410929;87630.4034891623;42323.6477764698;23008.2704401392;6854.63870159532;0.984249186091434
"all";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.35";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.35;16261.8148973378;28481.0951704279;121198.069165547;250216.476661953;291466.660970411;133045.632624806;64432.4513609635;20318.5201796408;0.97915868300262;0.97762;0.76838;1;1;1;0.901;48.881;44.37875;NA;38.419;21.9694634920635;2021;0;0;0;0.262498729871728;0.366897809997366;0.486913519775641;5108.67423545011;37029.2051753908;88377.619899659;40733.4923583947;23988.9482345974;6707.28640958925;0.980200349161083
"all";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.36";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.36;11966.7620365934;22093.5585465718;109090.940776304;243721.37056256;286237.01002922;124066.973971262;49049.7369147695;19288.7098572501;0.974505217687212;0.97892;0.7919;1;1;1;0.923;48.946;45.132;NA;39.595;23.9820666666667;2021;0;0;0;0.270506820941393;0.380515127188659;0.510255874331302;3892.34563829559;34356.0339936693;89080.687558952;39084.8486630822;24968.5708610443;6547.77836991494;0.975664246739407
"all";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.37";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.37;8690.86877721648;16762.3389557143;96886.4369081323;237638.029707099;281336.809250556;115415.864801633;36556.7728581721;18276.3914347963;0.969378882040491;0.97982;0.81416;1;1;1;0.954;48.991;45.4818333333333;NA;40.708;25.5635432539683;2021;0;0;0;0.278515919680569;0.39461073227947;0.535297096975878;2917.67011150288;31538.1401585243;89978.728921347;37399.363984044;25930.8612816431;6378.59743262376;0.970665521698024
"all";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.38";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.38;6115.25539487305;12419.9150573422;85488.6464904455;230685.366913397;276295.604163074;107110.95497395;26239.0641360261;17286.6205154551;0.963707016517239;0.98056;0.83394;1;1;1;0.963;49.028;45.9245;NA;41.697;27.7491166666667;2021;0;0;0;0.287014874186551;0.409425046745376;0.562987422190574;2119.30820168573;28665.1804213971;90744.9882671277;35692.955006639;26860.8825815289;6199.45857282128;0.965140051260315
"all";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.39";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.39;4167.5403986679;8955.79139024508;74516.0129895215;223994.168640945;272340.314535464;99199.1574088762;18722.4086933118;16348.7464660208;0.957428607130717;0.98132;0.85114;1;1;1;0.976;49.066;46.3875;NA;42.557;29.7417857142857;2021;0;0;0;0.296201254661939;0.424989296595217;0.593251580724584;1493.1453026649;25734.2006546083;91561.1965178485;33987.5537408082;27767.2226239624;6020.51837319423;0.959019223622876
"all";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.4";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.4;2723.8237431636;6248.77587639192;63827.5736450236;217956.272747467;268087.354772705;91781.641889161;12821.4669999653;15468.5590530258;0.950522463749856;0.98196;0.86504;1;1;1;0.982;49.098;46.729;NA;43.252;31.3547904761905;2021;0;0;0;0.305461448041846;0.441360010025964;0.62814132280652;1007.68812416309;22748.4512033163;92224.7901211582;32323.5170461682;28642.9222308059;5845.70359258666;0.952287323026309
"all";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.41";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.41;1671.93750771815;4206.38045839529;53894.3609171908;211802.130720047;263564.021030872;84922.9279535607;8657.29242611138;14654.0589217055;0.942970014479598;0.98246;0.87686;1;1;1;0.99;49.123;46.9335;NA;43.843;32.8606845238095;2021;0;0;0;0.314989969304189;0.45875315588467;0.667622943871764;648.36165664167;19768.1897721314;92796.1745938538;30732.269645828;29478.8447994551;5680.34529935472;0.944917004985126
"all";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.42";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.42;967.841737621308;2688.11389536923;44883.4978539415;205895.130297281;259770.043347207;78682.6484723696;5603.71135052614;13915.5493482718;0.934677049963568;0.98298;0.88688;1;1;1;0.993;49.149;47.2615;NA;44.344;34.1120119047619;2021;0;0;0;0.325012278487134;0.477503831832871;0.71522472846327;392.053524626017;17038.5901743949;93446.4781282413;29245.3615956005;30268.6888639266;5527.84651611783;0.93682408219173
"all";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.43";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.43;521.852699201074;1655.25028849841;36926.4879819452;199997.522499434;255516.924966327;73016.7634399796;3480.14052251532;13237.2330558963;0.925577214983107;0.9834;0.89552;1;1;1;0.994;49.17;47.4545;NA;44.776;35.4581559523809;2021;0;0;0;0.335479691595615;0.497673498194443;0.773578443396182;224.168342149136;14476.0644486133;93954.3640838044;27860.2402640421;31001.3988380095;5387.51354370347;0.927940230739384
"all";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.44";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.44;268.985729712735;958.598849294508;29935.0029985537;194447.497307932;250920.441746715;67917.0905136257;2069.56447112509;12627.9433045986;0.915770446863004;0.98386;0.90234;1;1;1;0.996;49.193;47.6825;NA;45.117;36.3074273809524;2021;0;0;0;0.346457322997014;0.519293555267077;0.847156436304209;117.863914573351;12165.0001027675;94201.9535809022;26587.9298670427;31679.2567128629;5260.62080453847;0.918351929374222
"all";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.45";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.45;136.726298593963;538.124043516721;23740.6851281985;189165.837092273;246377.837032649;63343.5535783911;1148.85209561274;12084.6121215806;0.905420918949432;0.98418;0.90828;1;1;1;0.998;49.209;47.8226666666667;NA;45.414;37.2739095238095;2021;0;0;0;0.357686645597794;0.5429376629929;0.93418408589184;62.918007635023;10057.4748747994;94802.8950484248;25426.6667836378;32303.0832338326;5150.07963512791;0.908209871779495
"all";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.46";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.46;67.5093604641326;286.385754640459;18553.2918455858;183831.924480389;242551.229771999;59258.5805266289;615.33660156631;11599.8322838466;0.894574463107825;0.98436;0.91336;1;1;1;1;49.218;47.9431666666667;NA;45.668;37.9930904761905;2021;0;0;0;0.369624930622415;0.568158871611048;1.02537334621974;33.0989338109149;8151.29390481108;95143.6487267127;24374.2590201295;32870.4290749626;5055.01024443776;0.897572842871885
"all";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.47";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.47;33.7053694842874;152.205714462916;14226.4865201062;178250.332066724;238689.79504386;55604.3585952393;300.437315316443;11169.5658380733;0.883273269787263;0.9847;0.91844;1;1;1;1;49.235;48.1423333333333;NA;45.922;38.8229142857143;2021;0;0;0;0.381821422143693;0.596172089348961;1.10173594467758;16.7742475514151;6480.99016110424;95509.7257610172;23419.8761050171;33388.0598172517;4973.49992969512;0.886478519524732
"all";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.48";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.48;17.0774279832536;79.3575782864718;10709.4768791508;173421.489996053;235010.45241756;52342.7700719275;145.934738669282;10789.735084155;0.871798940765512;0.98492;0.92276;1;1;1;1;49.246;48.2008333333333;NA;46.138;39.4595;2021;0;0;0;0.394427724852311;0.626476563170358;1.1535088431577;8.88273195292902;5073.91207514964;95831.9719663724;22558.3368118325;33857.7020834379;4904.87395939767;0.875196569459651
"all";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.49";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.49;8.84495396761845;43.0080300226968;7901.26990885205;168459.728704727;230890.321379166;49436.1826162946;69.5109004986178;10455.088238007;0.860464424975784;0.98516;0.9261;1;1;1;1;49.258;48.3888333333333;NA;46.305;40.1196833333333;2021;0;0;0;0.407474909562496;0.659097042041013;1.18554430004854;4.79994587893147;3881.52832119989;96068.9852063492;21783.0614282336;34288.2000732149;4847.77260378034;0.864009176894803
"all";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0.5";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0.5;4.99877615135066;24.1780887391229;5738.62020360551;163387.540841783;227463.483289512;46855.8573676134;32.5410334264263;10159.0530262491;0.849555468935875;0.9854;0.92988;1;1;1;1;49.27;48.4698333333333;NA;46.494;40.8654833333333;2021;0;0;0;0.420772643529313;0.694365680116486;1.21114376289387;2.79515670529142;2953.60939502152;96396.9106319038;21090.45625071;34680.0859763419;4801.57710440085;0.85318707018367
"all";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan0";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";0;283464.456394705;299998.645495964;366812.811628634;453957.072091813;482859.716073157;373096.812558471;366337.578538685;29226.9268874909;1.00591891068313;0.29988;2e-05;0.998;0.001;0.385;0.001;14.994;3.56508928571429;NA;0.001;0.001;2021;0.8174;1;40.87;0;0;0;0;1e-06;1e-06;8.8368e-07;2.94156420973605e-08;4.24489795918381e-09;1
"all";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan1.5";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";1.5;0.0143265039451969;0.0514535087016223;58.9478080350008;56990.871577241;135651.332213652;20479.1400001691;0.0111139998834643;7698.32977411526;0.725871358433271;0.9876;0.97198;1;1;1;1;49.38;49.2825;NA;48.599;47.5771666666667;2021;0;0;0;1.0107205005885;1.21364739901246;1.38294573854908;0.00992224831343299;40.8390847517125;92100.3115586113;14161.630211211;42589.4902713343;5474.10718478114;0.724179182454225
"all";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan1";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";1;0.017835416489016;0.0654744605958179;73.5800635435568;65130.016187493;146387.657498126;21896.6813466566;0.0146935561183657;7788.03004486442;0.730524726650678;0.98742;0.96828;1;1;1;1;49.371;49.1535;NA;48.414;47.2053333333333;2021;0;0;0;0.949924740115779;1.20094113499952;1.36884111557609;0.0122719193329098;50.3364456783432;94085.7421882468;14497.8808612515;41559.8925723768;5381.06867305267;0.729514056906833
"all";"ASSnone_HCR12_REClow_INNvar_OERnone_Fscan2";"ASSnone";"HCR12";"REClow";"INNvar";"OERnone";2;0.0138192155208563;0.0493195789170265;57.1862855190302;55617.5023748184;134136.427375955;20217.6963621565;0.0105441299453375;7676.37254820859;0.725129410709828;0.9876;0.97254;1;1;1;1;49.38;49.2825;NA;48.627;47.8323333333333;2021;0;0;0;1.01744106753505;1.21577731807884;1.38604341757742;0.00958607326726663;39.6549367123166;93223.9617264242;14096.5559174576;42699.6366093919;5434.16571893814;0.723540059916618
"all";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.01";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.01;437051.3579307;480242.482123688;640605.769118078;848522.452649739;920434.466102552;655498.857706588;653369.941870556;66818.1960213257;1.01903323870602;0.00562;0;0.184;0;0.162;0;0.281;0.2775;2022;0;0;2021;0;0;0;0.00790121892048667;0.00992691577623235;0.0112886678783205;4178.53584088047;6246.15877451562;9071.65608146993;6396.19794549305;1412.36816641097;714.033838062007;1.02192202303024
"all";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.02";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.02;427105.390318176;468123.304302336;624939.422820283;830776.51180511;902356.073745326;640373.622878967;637019.165881474;66887.5769388413;1.01892034132009;0.00628;0;0.199;0;0.162;0;0.314;0.3055;2023;0;0;2021;0;0;0;0.0156957080728702;0.0198316155027651;0.0226285719364288;8132.64543597304;12130.1175462857;17675.8911353133;12434.4866262567;2763.63638234379;1421.83884660645;1.02184583545304
"all";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.03";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.03;417680.311504306;456714.322977014;610181.477283626;814007.882406385;885141.662274498;626001.46084643;620672.75629235;66964.5692239555;1.01883714059878;0.00708;0;0.218;0;0.162;0;0.354;0.3435;2023;0;0;2021;0;0;0;0.0234181518640364;0.0297293412871185;0.0340537163672001;11881.8858952141;17675.8715499041;25866.6210369846;18141.4384421827;4060.15426555253;2123.63193427758;1.02180007277459
"all";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.04";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.04;408048.156950251;445534.156343616;596253.607555773;797837.668154566;868711.089959455;612321.345309232;604732.977045915;67047.1001589196;1.01878161268063;0.00856;0;0.25;0;0.162;0;0.428;0.397666666666667;2024;0;0;2021;0;0;0;0.0310048076183303;0.0396429222589689;0.0455959376223714;15413.9391347277;22914.2059441816;33663.5418329037;23540.910136895;5307.51572200976;2819.60152629375;1.02178300522226
"all";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.05";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.05;398492.272133757;435080.730165441;582683.999823296;782684.46035571;852807.771835138;599275.951160003;589971.645789194;67132.2177748524;1.01875201550529;0.01034;0;0.283;0;0.162;0;0.517;0.463;2024;0;0;2021;0;0;0;0.038519110446141;0.0495395231507367;0.0572046056642775;18767.1025163095;27863.2141841211;41109.9084059588;28654.2360046754;6510.84761188897;3509.79266991584;1.02179273156046
"all";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.06";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.06;389610.939218659;424975.334792244;569909.176383103;768703.256982399;838002.292984539;586805.729987277;575208.182827874;67217.0126627641;1.01874555835581;0.01312;0;0.328;0;0.162;0;0.656;0.5575;2024;0;0;2021;0;0;0;0.0459746372104751;0.0594542441609986;0.0689206635593162;21901.2976587361;32530.8166267382;48196.9302290186;33500.1305989272;7674.55674205241;4194.12841537621;1.02182643731433
"all";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.07";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.07;380697.003480399;415089.282910164;557757.590369595;755295.207967859;824066.978099762;574865.214657577;562265.677075652;67301.2038504061;1.01876109564518;0.016;2e-05;0.372;0.001;0.162;0.001;0.8;0.642;2024;0.001;0.001;2021;0;0;0;0.0533049450987116;0.0693578939097727;0.0807292113751166;24849.4617105664;36958.8945284134;54966.2614193031;38095.6634364565;8802.8591837731;4872.64081379569;1.02188242860292
"all";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.08";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.08;372086.525567785;405407.672147831;546185.376240173;742282.556569209;810789.275458085;563404.412124164;550064.323648687;67378.7379088293;1.01879521434506;0.02048;4e-05;0.429;0.002;0.162;0.001;1.024;0.772916666666667;2024;0.002;0.002;2021;0;0;0;0.0605582838354497;0.0792614604428777;0.092642613517776;27615.4478318632;41155.8453566895;61464.4303223038;42455.626268237;9899.41470665649;5544.98985808942;1.0219580410194
"all";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.09";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.09;363372.754098821;396150.634653694;534958.215223688;729709.225387269;798208.376468059;552371.64237451;538819.457569509;67445.0225641954;1.01884719379627;0.02602;6e-05;0.514;0.002;0.162;0.001;1.301;0.961083333333333;2025;0.003;0.002;2021;0;0;0;0.0677010924645872;0.089161420331792;0.104667020713506;30194.6344214786;45126.1127442905;67674.9913483677;46592.5231610623;10968.4308530639;6210.69004964564;1.02205192238743
"all";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.1";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.1;354719.523849315;387089.754645581;524132.758737711;717845.87375179;785831.996973827;541710.184157917;526801.570897634;67494.2038699868;1.01891221912079;0.0332;0.00016;0.575;0.003;0.162;0.002;1.66;1.13758333333333;2026;0.008;0.0065;2021;0;0;0;0.0747680796329208;0.0990647131476064;0.116764648747595;32598.8340261024;48900.2990429144;73635.5119957744;50516.4076702956;12013.5800306868;6868.8687764326;1.02215982140703
"all";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.11";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.11;345517.866350355;377888.837787108;513885.362095612;706511.219046942;773877.534377419;531386.443338624;515720.003672825;67526.9293347112;1.01899025083602;0.04118;0.00024;0.637;0.005;0.162;0.002;2.059;1.29941666666667;2026;0.012;0.012;2021;0;0;0;0.0816991285087148;0.108967212672081;0.128978052925293;34807.2180496589;52480.8319689514;79327.5378654419;54237.2286097967;13038.7486906667;7519.28014521865;1.02228224215282
"all";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.12";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.12;336671.349137726;368988.601031161;503807.062189317;695763.147264744;762220.564314879;521347.305344402;506425.575417395;67534.3264050313;1.01907707894862;0.05102;0.00036;0.698;0.009;0.162;0.002;2.551;1.50636666666667;2029;0.018;0.018;2021;0;0;0;0.0886050672938218;0.1188620816753;0.141349086989883;36815.8138960315;55869.360724761;84802.2772137006;57761.5892668653;14046.4358411047;8160.68120539813;1.02241396385448
"all";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.13";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.13;327905.621433319;360174.228945244;494085.841540815;684841.056465738;751911.030527201;511549.313644443;495790.78549519;67514.7119934514;1.0191698728813;0.0628;0.00076;0.761;0.019;0.162;0.004;3.14;1.72237380952381;2043;0.038;0.0345;2021;0;0;0;0.0953774260783248;0.128771484673842;0.153798399233912;38716.7170399509;59068.5764240128;90007.9308016248;61095.2015534708;15040.0359296504;8791.92149169417;1.02255212286319
"all";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.14";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.14;318222.082676169;351303.424544004;484785.392948143;674774.314278394;741891.191716308;501943.317603579;485551.622436928;67462.9277082314;1.01926465664189;0.07646;0.00158;0.825;0.031;0.162;0.005;3.823;1.94749404761905;NA;0.079;0.0638333333333333;2021;0;0;0;0.102177808629198;0.138694346782164;0.166385948951638;40377.8970234603;62095.3365177981;95042.2133656227;64241.3532811366;16023.944237591;9411.79515866607;1.0226937003278
"all";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.15";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.15;308227.455850799;341868.654962326;475511.885142297;664828.03546384;731942.25941947;492476.178614036;475104.381039661;67371.6270574157;1.01935397805832;0.09212;0.0022;0.869;0.04;0.162;0.006;4.606;2.13400952380952;NA;0.11;0.0958333333333333;2021;0;0;0;0.108859918929479;0.148603989030687;0.17910427665003;41796.4754142962;64953.7755364053;99818.5203418755;67201.253287277;17001.322971852;10018.3200986609;1.02283214346303
"all";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.16";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.16;298159.142108501;332216.97402872;466525.90575845;655285.556408093;722471.317552457;483067.204912524;465282.68875242;67229.6744807219;1.01943035785162;0.11024;0.00342;0.905;0.049;0.164;0.01;5.512;2.38096428571429;NA;0.171;0.1525;2021;0;0;0;0.115413288512297;0.15854763462555;0.19191071815725;43021.7571261489;67630.7221183218;104451.610263173;69970.1312866781;17974.2751534666;10609.1409976343;1.02295763906165
"all";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.17";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.17;286629.525783619;322768.402466036;457732.984779685;645829.921081423;713008.309426669;473703.599052394;456177.64829821;67039.2205561442;1.01949900730571;0.12938;0.00508;0.932;0.079;0.174;0.012;6.469;2.60296904761905;NA;0.254;0.23;2021;0;0;0;0.121945191893411;0.168489402787819;0.204877074347819;43845.1570686884;70155.4162399417;108906.691985213;72550.256756383;18949.5860208386;11182.7765951498;1.02307371770811
"all";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.18";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.18;274375.132893105;312622.517737168;448890.096765526;636101.407650461;703774.805800558;464322.020647236;447411.187735396;66778.1226931052;1.0195427375426;0.15102;0.00756;0.953;0.115;0.186;0.014;7.551;2.85811547619048;NA;0.378;0.325583333333333;2021;0;0;0;0.128358178215153;0.178428347344193;0.218038089942014;44405.6012180984;72489.0038700357;113083.954193575;74936.5937277875;19925.7587349192;11735.424578409;1.02316301665236
"all";"ASSnone_HCR12_RECmed_INNvar_OERnone_Fscan0.19";"ASSnone";"HCR12";"RECmed";"INNvar";"OERnone";0.19;262178.913590407;301678.867156968;440040.194929788;626804.630249212;694410.23649804;454901.038671716;438335.387556714;66450.1361818734;1.01954993578532;0.17448;0.0112;0.964;0.156;0.197;0.02;8.724;3.08644285714286;NA;0.56;0.4635;2021;0;0;0;0.13470386756126;0.188355278462133;0.231386922111064;44736.0963330536;74647.2202670242;117091.637206146;77128.5788948128;20907.3868762687;12265.9515907766;1.02321775944247
